Name,Status,Price,Note,Image,Link
Converse One Star Ox 158434C White Black Suede OG 1 Retro Low Red Leather Lo,Brand New,"1,395,116.28 VND",,https://i.ebayimg.com/thumbs/images/g/KvYAAOSwrbhiBaoy/s-l300.jpg,https://www.ebay.com/itm/125142883997?epid=25043970496&hash=item1d2318de9d:g:KvYAAOSwrbhiBaoy&amdata=enc%3AAQAIAAAA4DBGt3heTpIxjZWuG1D5LNZaYOFeRfWf0HPXZ6mmNK5uJrJxsCigI5lffGml0nLVkWBgE6Iq%2BQ%2B0Dq2uKw%2B0JOjukLx%2FKfONa%2B%2BD5btKyOK3MnoXDLD5YsOKfz%2BkyD%2FuFPSrVo8GYqtIR9dTrCaSTL9nDmhwEt%2FEPWRLhZmSFoQf4JumBg1dfzhzu5XQ2M%2BtJ%2FQnowY0ttVHVNNmi97muW746zjn1w7NhziVTukTd0HynwYtEATolDe775kdkautS3gfhjjQrBReULzJs7lDnCZUSGL8RhUaH3EkO7XztKmA%7Ctkp%3ABk9SR5ra3oCNYg
Converse Chuck Taylor All Star High Top Pink Shoes Sneakers NOS Mens Sz 8.5-10.5,Brand New,"1,511,395.35 VND",,https://i.ebayimg.com/thumbs/images/g/rVcAAOSw7fBhGFq7/s-l300.jpg,https://www.ebay.com/itm/114936398608?hash=item1ac2be4310:g:rVcAAOSw7fBhGFq7&amdata=enc%3AAQAIAAAAwEHptF89CePYuvlQOlmDTiCE1KkNqu4b%2BpZkoaxpPVakXwxaQDN%2FAQ2RmRf1I1GVXuIQwebpRltN%2FGhfPBVXrYuGq5GvRdCZyOvs3hDrAn2dRvSptq7uj3L0Ss7yjyzDSU63r4zfQ%2BcLdCC8oSH5lL5zuzPWOWURq9i2wTc0n9WeUWzak25jLRq%2Bh2msOpqvFrs7IxL99SWh4xzmeD2lQWN0Z6%2FWPjZFV7NQtr0WJ6Zs6w%2BjMLHABsfYO6xFui3sDw%3D%3D%7Ctkp%3ABk9SR5ra3oCNYg
Converse All Star BB Evo PEACE UNITY Black Yellow Red Blue Multi Basketball Shoe,Brand New,"3,488,372.09 VND",,https://i.ebayimg.com/thumbs/images/g/6AQAAOSwefpjsMeO/s-l300.jpg,https://www.ebay.com/itm/185719910778?epid=6052789151&hash=item2b3dc4f17a:g:6AQAAOSwefpjsMeO&amdata=enc%3AAQAIAAAAwHqgHOb7Du7NMttDTuBLGQLWBwYsWDqEe5rKhRoyQmEb9aYEIzdDQRfulsH%2FZkX2NynrboE8PmxvUsvrsjMfpmo1nZTs7JBRRs%2FHQ9DvBatKZFx%2Fw%2FYLVJCTwCz4FhY9YIS9EinCh%2FL%2FrNxco1nJwKpVv8YtF%2BDZUrZrnAbZA%2BrABG1rNftDaOMTFBR5WapbkR1AUqEJj40yz20D0nMR9NDsEHmJLxcf6idQ9ItqT5bybtptA0am%2BCX51%2F72ZQhAFQ%3D%3D%7Ctkp%3ABk9SR5ra3oCNYg
CONVERSE CANVAS ALL STAR OX 32163522210 Maroon CHUCK TAYLOR,Brand New,"2,325,581.40 VND",,https://i.ebayimg.com/thumbs/images/g/708AAOSw-ZJhJ5CZ/s-l300.jpg,https://www.ebay.com/itm/353644174386?hash=item5256d5dc32:g:708AAOSw-ZJhJ5CZ&amdata=enc%3AAQAIAAAAwEQxbOV15C1flKwZ7CQoWQUIGLSL7VheHM8iPy7W2280Ec5bC0fkQmqRVoi3p8aHzDSroR%2Fz1lAAGgTL4ls1hT1STyGWITzKUgHYZ2MviPDMRD%2Bcodi0AOKpLV9%2BS7J648fPKpiIOmiXNbceXPZc%2BJgWPzAexQAUj8UXC8wWwbfA5OMzTRTlN%2FTsWZyt6qHi5949im1Nqi82U%2FWBO3dgqAgTgqyj7Q9BHKXtxCsxQ%2BVqFtU53j8ghUaoIrqX59UCHQ%3D%3D%7Ctkp%3ABk9SR5ra3oCNYg
CONVERSE Chuck Taylor ALL-STAR CTAS CX OX Low Black/Wild-Mango Orange [168568C],Brand New,"1,679,534.88 VND",,https://i.ebayimg.com/thumbs/images/g/Cc0AAOSwbtBjMqDy/s-l300.jpg,https://www.ebay.com/itm/125534988689?epid=23043989653&hash=item1d3a77e991:g:Cc0AAOSwbtBjMqDy&amdata=enc%3AAQAIAAAAwI2GvnqNGD0b%2Fehbxg9rVm5kyFPZ7qpM%2BeCZ%2BlMpyF35iI79i0zqLfIYe5k2VX1ejfxYaMss%2BujxiwK69HLsgxPFyNG2BEyUaFTOekmFufd1A0fhZzSr80h5yl5D1TP%2FQt5Uk4GCaM7UQD%2FC67JXj4DlOdfJGgbhLLZwPRsBTFbP6nJU7jJlDwR92S6fqG2fRVmpLPrHJirslYYY4ZDGBzbB%2BeG65XeZyteFUfdcz3mS0pwVXkWKoLdQrc2B61iymQ%3D%3D%7Ctkp%3ABk9SR5ra3oCNYg
Converse Chuck 70 HI Suede Grey White Men Unisex Casual Lifestyle Shoes A02753C,Brand New,"2,092,790.70 VND",,https://i.ebayimg.com/thumbs/images/g/7eoAAOSwTE5j2439/s-l300.jpg,https://www.ebay.com/itm/314366174518?hash=item4931af2536:g:7eoAAOSwTE5j2439&amdata=enc%3AAQAIAAAAwEhWoGtGFkOnsQUWS%2Bc%2FBzJQgMwRVGYJdlfKFZNWzfBZXCH5XASEZpC5uafLkJ8mRKFId870RBK%2B9zMHrg%2FZnCLbIH%2FLaKwxACtWs5dbhl1Fr9TE9dozkO0yc3ACbosdokvxgiX3OD1rr2edNSeiHTacpVckhCTZ7wbmtPZFu96qpHafz0Oz5Y9X3Z%2B7nFT7P5qIi%2FcxJaEZR9la%2FXYBKbn9nVRn7DXInXxmXeLTegrr8CRPKrxRnvt%2Bh82GDfLJvw%3D%3D%7Ctkp%3ABk9SR5ra3oCNYg
Converse Lay Zhang Chuck 70 High Top White Mens Size 11.5 167418C New,New (Other),"1,162,790.70 VND",,https://i.ebayimg.com/thumbs/images/g/3n0AAOSwbTRim8DZ/s-l300.jpg,https://www.ebay.com/itm/155532527405?epid=3043987012&hash=item243676072d:g:3n0AAOSwbTRim8DZ&amdata=enc%3AAQAIAAAAwNEj37Mpg3X%2FLOVclQuFxg6NTqCSWqtcKYXCHKZHDOdnX2Pxo2LTENZyCud9F%2BvGIzhLFEqXeSMFPA7i9u05zHjr4aI2ML%2F8PLW5us0lWHjoodJ4c5YcymzdT6yMF4RB8cfXTe3Ho9cY4oKPcVaVmKyRXaXzV1Zecio9tIlsiY0EZtzEsqhmjns7Laur1fCosb6uIdNvp5RB2KAWHIaFFdMBpjyXTrU8TVFlASCQiO679KXBpaJMLJzMxAZ91IuJLw%3D%3D%7Ctkp%3ABk9SR5ra3oCNYg
Converse Run Star Motion Low Water Droplets Green Men Unisex Casual A01175C,Brand New,"2,092,790.70 VND",,https://i.ebayimg.com/thumbs/images/g/dYMAAOSw0PdkFEiJ/s-l300.jpg,https://www.ebay.com/itm/295621927108?epid=5059070755&hash=item44d470a0c4:g:dYMAAOSw0PdkFEiJ&amdata=enc%3AAQAIAAAAwN45%2Fo6%2Fbb1AMQ4UttwjSNmSLfRX9zX0QChjtxXADYAzIgn1bV2n4AwHeX6FE9jKr3bC2R16wH89nT82X9IVhGfdRw8%2F1lNtqavNAWmO4GiOqCz2sjhpCU8kruyWo6ZgkI2EyGfQs7D39rrENwIsaXOg8aAJ32xQyBy%2FfvH4qH7R1lfl3UPP1ljuVpXAgxTLxRmaBexqhay6ydvy4jz7%2BLZdil8Lo2xoajkpsE6Sjn3X9zRPjPqATR61ltvFkdYNLA%3D%3D%7Ctkp%3ABk9SR5ra3oCNYg
Converse CONS Fastbreak Pro Mid x Sage Elsesser Skate Shoe White/Navy A01703C,Brand New,"1,511,395.35 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/334864116660?epid=9059063671&hash=item4df774ebb4:g:5q4AAOSwClJkWB12&amdata=enc%3AAQAIAAAAwKOvt1p7dxqfOQayPyk1IQBJOGJU%2FzftofgL%2F46CKannMTHS8BOCPjOXGxlKWrk3CgpwGMqbRHyuIqm5046RRPSEyIEswh0gqSeCZOjx3nCkscEo8qOjrabn7SViVvNL6m7qBuJ1qs2OY%2F1JZjuhKIxSnHPsq4mN4X5VNWDeI8wjYbTiffsLZfTjvVC2S5YgFeZCOB%2FGC33%2FmfXoSXOq7DgqlOU4s0uEyJTnlmJJ%2FZPPkZZAIdQX1V4q9c5OCAJPLQ%3D%3D%7Ctkp%3ABk9SR5za3oCNYg
Converse Chuck Taylor All Star Unisex Sneaker Shoes CTAS Hi Yellow 168576C,Brand New,"1,618,024.28 VND to 1,866,989.40 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/394047064402?hash=item5bbf090952:g:UcMAAOSweChiaB8E&amdata=enc%3AAQAIAAAAwF2hAwxkL6WLKFwgn0xzAbffaCbz10eDfpV0dBaLLWSigR4AUgJ3Mn9uMJHtNJ%2Fos%2Fc0PtF6h7i46hgXdbUNqylVAaj2qOCJT9Bi9pHTr6v4v3EWrdgKFUCAmZpFWb5THHKIkIQaSfCcfi2hIIYB%2B7QrjPiSYQpfTER%2BrnjegzdA6wLRJrf%2B7Jm%2FRwO%2Fo%2FRmoM5cyesnS58HKTnOT%2BAhuvKMdFPuADN%2FSofXGc1ZY6XUgWRc3DJySbXUJ3yVYwNLkg%3D%3D%7Ctkp%3ABk9SR5za3oCNYg
Converse Chuck 70 HI Brown Beige Men Unisex Casual Lifestyle Shoes A00753C,Brand New,"1,860,232.56 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/295081889027?epid=10055192368&hash=item44b4404d03:g:QOMAAOSw-f5ixj8p&amdata=enc%3AAQAIAAAAwGUXQuGTPJd9NTNeQIPGOcereZD%2BIy2vq3%2BTkq%2Bpj3oC%2BloEo2%2F9nJ0mIUgq8uY7dAiwj3ii0dgVut9T2xD8xTYms8O%2FmFFxRzDorqjv6r%2B%2FY6dKxWnxsI49DP9GrDSfDMUaXDK8UxYPu7nekMKFg44I9dFObiiVKO0QuaSQAA6J4ol7LJsvwX70rHQyd65GO5RgDoJZEP9RboE1wSMR4wmliFlT9FOo9TBeyHr1uqMie10nb6IzrWXoCCv8VEgJBQ%3D%3D%7Ctkp%3ABk9SR5za3oCNYg
Converse Chuck 70 Low Navy Ivory Men Unisex Casual Lifestyle Shoes 172679C,Brand New,"1,976,511.63 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/363704286488?epid=3052869669&hash=item54ae76fd18:g:eUEAAOSwwcVh8OLg&amdata=enc%3AAQAIAAAAwAp6kZeXlDx1AWHFy9AiFtF9kn36UuOXvMqWXKRxq1suU1QX64y%2FtiF5b0j697KLHufCocHHgJZkN2Y%2FfuS4yLT9GdQou6dN0SOUpFxvzmzWjIyjkIhf93eutEzJRCDQ818Rkh%2BEWOJxMByEe6PlBlnQu4LnFaTdNvWxy2saye3rAZscqpe%2FKYarRRXb2fOnirHOAeCacE3w1vP5J6zqcLv%2FJ15twVjZH%2ByTol9yqxAXiHQ7bnHEa9Rg0h2l0jQrLQ%3D%3D%7Ctkp%3ABk9SR5za3oCNYg
"Converse Run Star Hike Low Sneakers 168817C ""Canvas White"" Men Women Shoes",Brand New,"2,302,325.58 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/185438695882?epid=27051940760&hash=item2b2d01f1ca:g:9FQAAOSwH4lhQCXN&amdata=enc%3AAQAIAAAA4Lq5RvklQoXoCVd2%2BgdCYRN9UeJ9fVHEDhafGR7iQIP3ZKgeUVn6%2FNHJPDinc4jDfdbI2Y29qA7VSwRV8JEnGaoNCXYMfBjjbjnNmKsqNdPpfdCAcrNIKFSPS4rEzjWHntHvBt2ktywfslUx%2FN%2B4o3FvhcRcWnRWHsgp4P4DJk4A%2BiUdD%2FjPtf09Q0A2jUluGSCf3tsLGimPJ%2FFp4%2F0Bnl%2FKOI2wGMZzxXSxRxUvsWemmh7PfMIGqlwJPTK6IL4iEUrbRYJctjIj7wgV1kr1AWxUcFcrLW4k1nqIn%2BsQxwAL%7Ctkp%3ABk9SR5za3oCNYg
New CONVERSE Chuck Taylor hi top athletic Sneakers mid Mens gray all sizes,Brand New,"2,092,790.70 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/225403242029?hash=item347b14862d:g:sa0AAOSwiI5j4SFQ&amdata=enc%3AAQAIAAAA4Fg3pzila7GknkDW8Z3t3aQKwDW6%2FNUOGsYD9uLXpX2BoHpJK6e0%2Bxf7dya4wEq5WK6cvovFSyCR1g6eNaXZkRHvWVrj8kBqmLVXnSzg6BuyJin6pCqLrX%2B9fYyyUb2NwBdmjYjPFqVl3eOGyucS779NQ3m%2FzspZh7iqOJzhN7n42FyknWC3FPbecJP%2BoAJ4H47vAS6K8xferYX96Gio1XDU4j5N%2BJifZUDA7ykiv%2BGyhYs9R0VAQj2%2Fiu2FZzwhG79ZqctW%2F59wDmjdaU5oyCxvLQ1t5Qp6Hd06kl2DwHhl%7Ctkp%3ABk9SR5za3oCNYg
NEW Converse One Star Pro Ox Leather Green White Shoes Sneakers Mens Size 10.5,Brand New,"1,162,558.14 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/266173077160?epid=21051950092&hash=item3df926d6a8:g:yqIAAOSwSglkB6~Q&amdata=enc%3AAQAIAAAAwNt%2BnFC5i92FF649gd5jbKteG%2BPYNmyf6qo7WGquCiZY8LS3DU7xkxLu%2FVqKHgW0cbuBsFBbCC4z6wktnRmpmysAWZieyphPKBghzhZKpd00xGv7MjXbEOYCgXasj2pN9hl1vuOACIjnVFVAonxe8vjwpB0w85cBi3VVr%2Byo5GlBxlUlFJ4XRtWOvANzM14V4Zur0KEqvBZRuJBWTKB%2FYNZflbklw2%2F7hLXh%2FCSlknA%2BqU%2BF8PR3b%2FUJx4Qcvi5icA%3D%3D%7Ctkp%3ABk9SR5za3oCNYg
Converse Run Star Motion HI Men / Unisex Casual Lifestyle Platform Shoes Pick 1,Brand New,"2,724,069.77 VND to 3,087,279.07 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/195243889934?hash=item2d7571550e:g:MRgAAOSwd-9jNliy&amdata=enc%3AAQAIAAAAwJQLVuCP6LyHtyuay7rh7J3pz1fyzZ2dNROYd2WVdKWXD22orLZFLmlFEAIcnJlCY51jZ%2Fa6be%2BUWOhw3VbIfUiGB8zn4kLpXIp1XhSKiPU2hDDLWgl%2F%2BeRXhizvipbr52I%2BzAkgAFN0t%2FDBrDPZWxQmNHCdWlrMFeCGZQwHPuvKgGLw9gs%2BXs5RAYydwvchYkM0AyhywINejsH6qGUTRdui3AahLQHgkDbk3JHDAcSNKmTNiK5Mn5eayXBvXURLnQ%3D%3D%7Ctkp%3ABk9SR57a3oCNYg
Converse Chuck Taylor All Star Unisex Sneaker Shoes CTAS Star Move 571622C,Brand New,"1,866,989.40 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/394229231038?hash=item5bc9e4adbe:g:YnYAAOSwfJljFbzN&amdata=enc%3AAQAIAAAAwPtj9Mn7nPEohDh9oOoHvPQ%2FPIMfr%2BHK9Jdkogz1csEEdODZsz7sBQ%2Bgb0wqEsXt4WhqlEyM%2BTJpODIXu%2FRHkAn6u8HPU2jgD8SYlWcB2oTy3Xw001cpxFk6%2B9Mrd8C3fs%2Ffrma4Q8dDfVnkZJucKjSQ%2BTrC7xZuuZQ%2B6Bc9Fkl5%2B3jHXnHmBpDrFDDJNH3U0fBFg4VnAUmiBlbJIB6kWP4KYb4It%2Bcmhr%2FbZBJ5KtaUdhtwUSBm5S%2FHiRBoqn4jmQ%3D%3D%7Ctkp%3ABk9SR57a3oCNYg
NEW AUTHENTIC CONVERSE CHUCK TAYLOR ALL STAR UTILITY ALL TERRAIN HI US 7--13,Brand New,"2,790,465.12 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/325479680696?epid=18043979242&hash=item4bc819cab8:g:W1YAAOSw~09jrL96&amdata=enc%3AAQAIAAAAwF66t9zL8X%2FjtY82amUyuIDkZqrqdRIgYWwvRvUdG3h4BxG99cCpNokHzWytRs%2FoFk4M9RAS2UHweeWDvVynw%2BOlrcrw3Ne2Tn10%2FAwBd%2BfOYoICViXHP9DfxtZ2vHgW9jRPAapFYoPi7gTLLGVtjIsYbjQLKTOn2s6wBUkAnSrRP2k6wltWnUwQaLrC887gLM40uB3xNUEa0ozQm2CZdoPZ2V6gi4KXC2HfjH8is497pJwvF718J3KwtC%2FAmkrnFw%3D%3D%7Ctkp%3ABk9SR57a3oCNYg
Converse Star & Birds Space Shuttle Shoes white men's NASA,Brand New,"3,255,581.40 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/313960785188?hash=item4919856524:g:U7gAAOSwpWViW9XE&amdata=enc%3AAQAIAAAAwJmeeywURRDVi6wIwMJoDf9ujUn0CNCIDVqt7EDYBep8ILw02s9LngBnH%2B3iQw6Gb8cM37ZaOXGGea5AinyGPaQ5xGOo4MceBRQRWfZcrXWjwsqUFl9mkjfJoiYSk3W4Qqx57pS5P%2BtUTJXbE0nzfduJqzXsMDF4wqPxj0JWomd7LOTdkbXvc2qH3Fc3St2T%2BH1Q2Do7xP6Uh9X049GejRIk5lDvokauf4apUgCmfSnwD2a538gtWtDtUXiqxZAJfQ%3D%3D%7Ctkp%3ABk9SR57a3oCNYg
Converse Chuck Taylor All Star Low Top Shoes - Red,Brand New,"1,277,906.98 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/155377647460?epid=22043981273&hash=item242d3abf64:g:3L4AAOSwj2Zj0bYd&amdata=enc%3AAQAIAAAAwKjc55jESgJff%2FHj30aw7AmeuwiSb8IRy7SP8E8wGwoFmvBpfDsNJ0Fji8P5LUftcYE1ZG4G3GMwg6Ebknp4klcv9QhjcEKS%2BiB1avo5nMymHDq4EQU47pbBVbtFqkokPxwOcuGS%2FgU2RVwstjyyEXQ9ugB%2F6HbU%2FE9pcX7GnYQr3u8JPXhn2%2BMZcux6XtHerZjBpDABNu4NMKd5a0jjEGiRw15Mx8LqSBcu3zLgAif6NGLBv3ROWy5qUH8vNxDauQ%3D%3D%7Ctkp%3ABk9SR57a3oCNYg
Converse Chuck Taylor All Star Unisex Sneaker Shoes Platform Smoked 563112C,Brand New,"1,244,576.60 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/393830413719?hash=item5bb21f3597:g:fpgAAOSw~2Rhy3RR&amdata=enc%3AAQAIAAAA4M3uFYvoguXb7K%2BKCi3xgLDVtpS%2FxK0czWk26TixEWgcYs%2BcnRAlV7QFXvlSaX5taLgh99DMZtiI789brgDxDm6Fd9%2FzJZqvjrRyfZJh029K4BSsgTsZBbxyN7YbfjsRmPDQaYgOHL2qprMR6SvE1ERa7A1y0YGJtNI%2FofPsW4%2F2OIgNTz7emeNv0PO37sq5QNsUq4Pgfd7qCDt%2Bzdf9yBsA092Sly%2FITyv9L9tx7mORNZhzhVXKGrmdhWQQ74jJtpRZtms4n1dYplsx2r6twauF1aorWzSFIW0%2FCPNFUqAs%7Ctkp%3ABk9SR57a3oCNYg
Converse Chuck 70 AT-CX Counter Climate Waterproof Sneakers Unisex,Brand New,"2,174,186.05 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/394626827146?hash=item5be197838a:g:sTIAAOSwzcBkYobe&amdata=enc%3AAQAIAAAAwNmcJ2KsUWsULecIzIZAml786WF9byI6rL4iaWlELwxNiFwlgUHu6%2BvwGlE6UJkZfDGPzdcWaBAJb0rgcnN1slaqyphuhO7NY7egrB%2B%2FDYYjNpxhtLxA1aQ5RFqAI27ouwk7WiI8QJKNe0jetrfLYG2zoZEdpRXuNrVT0KCY8iTDHDhdk4sg8RJv%2BU7GMSatYvbKcVXGtWXGuJ9zBz1w8XGhKkWg9LYChegrLiST%2FNjZL02yG6nbZkXcCwY52gRKmQ%3D%3D%7Ctkp%3ABk9SR57a3oCNYg
Converse CT SIDE ZIP HI Radio BLUE/O 142295C Men's Size 7.5 Medium,New (Other),"651,162.79 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/304353252725?epid=26045988364&hash=item46dcde1575:g:ESUAAOSwOK1iBgPb&amdata=enc%3AAQAIAAAA4JTNpkRgxT3CTeMZci6SAxgJQkPk7BvWLjuO1UA6CngK1E%2FVEdhTSdx6qIKGulM2EpqfPLMO8W0bQYi%2Bh54OFaF%2Ffq%2Fcyx9cOpXMHoOo760cmzvJPXGogsuaa%2BEOMz9hy5Wgrnf6Ra7et27PAlIWeWs3Q5oj%2F1br1DK%2BmExpkVFzGZ7vw3fMyJveMHIh88tPsqaF0yP8OrR2CpvyamOKW1%2BvPrRDpvvC6gDC7M5uy14%2FmPon95ea9hVOKacWilAsetsToWleTVVrVQaXlfCH28N4WVZPIYVN887ylF0MRi5B%7Ctkp%3ABk9SR57a3oCNYg
Converse Chuck 70 HI Denim Washed Blue Grey Men Unisex Casual Shoes A02287C,Brand New,"1,860,232.56 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/313992291364?epid=19054380833&hash=item491b662424:g:YSYAAOSwiphieyyq&amdata=enc%3AAQAIAAAAwNJ5afoXGo4MAwVPhP2k4Gvs9LakikORewYfuvLO5lP31AySx7Lzs9fkJ%2FvcyKl8SHJAB8k%2FBZEKTvif15FRzNBzxWyTQa17CBw%2FniMwcWhD08NQrexqbvjx1B6Rej6uGE3Dh%2Br7twIiLosxVuZSPichYseiVBRW3mqINOGU1MHNAahpONSuMH2rRNpoFWIJjuivhWRTkIoWdSvupMi7vDvBPj%2Bf8BFKT3ncVxWpiqEl4ylcP3rON8NJyhM48Jyrog%3D%3D%7Ctkp%3ABk9SR57a3oCNYg
Converse Chuck Taylor All Star 70 Ox Canvas Sneaker Midnight Clover 168513C,Brand New,"1,743,953.49 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/334591200738?epid=14043978114&hash=item4de7308de2:g:JloAAOSwqnxjRye5&amdata=enc%3AAQAIAAAA4O3L%2FRC71NlIvuCN9Zder9uu%2Bq727rvGGHegDQPk0cFeb17Ex2%2Fy0YAC9lrG4Pz%2BAk2Ew2DunSkLs7tVnGUQlSIH99OMwhqYfUgkS06pYkxbzlD62X%2FSMhr3SbrAaRjV%2BOAvXdkxiiFFN9RCKZlB136mDhjEvYKJMu4PJ5tSTT8eJSfXDvofqLsaIxkyDbqcynGoMRjoeKnWD6mCZ76Zt%2FTLnwoE54W6OxqCZudKRMQ7LnIDGxGxoTjgGbnBNWSni0H7cPCrOp7s%2F%2F5ADAH832Dz55Acv5dqyxDVemmqgX3L%7Ctkp%3ABk9SR57a3oCNYg
Converse Chuck 70 Low Purple Pink Beige Classic Men Unisex Casual Shoes 172143C,Brand New,"1,627,674.42 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/314264443008?epid=19053780011&hash=item492b9ed880:g:WnAAAOSwWNtjgjn6&amdata=enc%3AAQAIAAAAwERZf%2FGubKl7mNrqKBolrL7IXJnhxemfw2tKu8wa8xprzvHyu5kD%2B8mBVL5O75LcITxIPZKkUeII%2Fe5ri68bjNQQA2QQO9Y8Pdm7Gg8Gr0tSuu8AUqq51guLlCL1RHFj0716qzgju7NYAiBhxGB6qzOChCzY0LUgvavG3TmIRNte7vkOUfUfkOl831eBHBkRMrcmqx5FNqT0GyRJK6bacpoC68bl1MhRSk5NG89Pjnwa1RjGYHN1%2B11p4nenKcbKJg%3D%3D%7Ctkp%3ABk9SR57a3oCNYg
Converse Hello Kitty Sanrio Chuck Taylor All Star Hi 164629C Sneakers Chucks,Brand New,"1,618,024.28 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/383982894633?epid=27050339420&hash=item596729fe29:g:VeAAAOSwVTdgPiQ7&amdata=enc%3AAQAIAAAAwPNlz53KcuUd8A5sgckrfQhdjkFOTiRh7ZHptGsZRF77Na0KJjpP6%2FyKTep3eiEBYuo5kevcELFhzmDiyGMhifTJ1kicUQAWhxY53wpIo1%2B2gTLi1dzAP1XC6rmCyRiiq9jQjuPbsM1aXv%2BYfuau88AUcf8%2F1%2Bm9%2FEMJEuFEEIG3ORLc5y3pkUUlC6Qjiw%2BEVTZCUnyXh%2BWhcaqx07yFIRH5HYuDP%2Fpom%2Bj9N%2FCxbhQrLxbUS%2FuKhHjudRKiqFtFkg%3D%3D%7Ctkp%3ABk9SR57a3oCNYg
Converse Canvas All Star J HI Black MADE IN JAPAN CHUCK TAYLOR US 4 - 11.5,Brand New,"2,999,767.44 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/402629817704?hash=item5dbe9b7568:g:iOkAAOSw0t9f7yfw&amdata=enc%3AAQAIAAAA4DqdbtP1aivCnprdrWzz1NADD6hwH9UUbzTobDh8IoJcs4lSMTVixTPDB9jeQrVG3nYYvUiIzX0zeYyr0NBdvvuGYfuI6heK9EibxbdMxjL4eNGvI9oMH%2BN7Z2s1U2Y5JXPkp0UUpC0Y%2BvGe1ENEKgbxbP%2Fz688jkGmUakDIXzfPedkY12%2BA%2BANOI9pc7CXIy7uGyb4MtHxPcMmbRn8WaXTO7JhASL2h56HT9zhptyrYxnwqPF8s06Hke8hblr%2FuN%2FZhsTwuzC9%2BQWVFPt45WA6rqik61FVWTh8nhEQfKTTf%7Ctkp%3ABk9SR6Da3oCNYg
Converse Chuck 70 Hi Mens Size 10.5 Realtree Edge Camo Camouflage Shoe 168558C,Brand New,"1,161,395.35 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/144602555022?epid=2315025364&hash=item21aafbe28e:g:E9gAAOSwwlRip9mW&amdata=enc%3AAQAIAAAAwEX9%2F99K3NE57jDiCOaxRCLcNfBzYLYI0KXzOwJNLnJFwpzCxkDmFWZWnKe90M5dzSUQBr8dC2yR7T5mTC%2B%2Bt9QxxIClWLfWW2F2IkLHJRkmJvWsTjoqgUDed23tE4u8ZKoFf9McGXAJmiSXvu5L6tJSKD3Rhr2yWcNN7bcydQBJ36Il6S5Dnre79FiJOKVPEYw5vn1Tr3ITvekxMCpiSxpFKSbO%2B5JLmUQAqeHFVbLAYtetg%2BTxoZ4p%2FIyGlzWRtQ%3D%3D%7Ctkp%3ABk9SR6Da3oCNYg
Converse All Star Street Boot Hi Men’s Athletic Shoe Black Casual Sneaker #445,Brand New,"1,627,674.42 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/304720685508?hash=item46f2c4a9c4:g:F7sAAOSwxjFj1oyj&amdata=enc%3AAQAIAAAA4PO3J%2B0lqe2dcwcQ5NM8FaKNXpUkQGAu%2BWwFsNeYDgGB7fjRkDhFbHmlsqma2M3BeSjwQW6q%2BlwOKHpnuNQiQQXayeYLGPPNeuSSFiQyrnLGvKIRNpqGu2DPsVGDQsfE476vlb1fDVCEhJpFN8%2F29uYU9aK5xu01pQpcdVzmpKyV5VNLTkSdAOX7a3zpdIAhux0BxDopGCnPG9QWQUcb8hKGG3iTUMpTI4NYn4HlHCg1gQWpNNAZq4NNZUd8qC0Mey2Y8IxtZ7PpbG558vc%2FBjEUykS%2FPWTbwLXfnweH27Lt%7Ctkp%3ABk9SR6Da3oCNYg
